id,name,initiated,start,end,duration,energy,amount,port,payment
3270732,A,DEVICE,11/02/2018 10:51:28,11/02/2018 11:01:21,0:09:53,7.13,$3.49,CHADEMO,RFID
3270862,A,MOBILE,11/02/2018 12:06:54,11/02/2018 13:11:25,1:04:31,40.31,$19.75,CHADEMO,RFID
3271004,A,DEVICE,11/02/2018 14:12:47,11/02/2018 14:44:04,0:31:17,13.11,$6.42,CHADEMO,RFID
3271040,A,DEVICE,11/02/2018 14:44:24,11/02/2018 15:00:07,0:15:43,0.69,$0.34,CHADEMO,RFID
3271107,A,MOBILE,11/02/2018 15:31:20,11/02/2018 16:16:35,0:45:15,10.78,$5.28,DCCOMBOTYP1,CREDITCARD
3271263,A,DEVICE,11/02/2018 17:05:39,11/02/2018 17:51:48,0:46:09,8.52,$4.86,CHADEMO,CREDITCARD
3271389,A,DEVICE,11/02/2018 17:54:47,11/02/2018 18:12:39,0:17:52,8.15,$4.65,CHADEMO,CREDITCARD
3271634,A,MOBILE,11/02/2018 19:30:35,11/02/2018 20:33:51,1:03:16,40.41,$23.03,CHADEMO,CREDITCARD
3271798,A,MOBILE,11/02/2018 20:40:53,11/02/2018 20:41:01,0:00:08,0,$0.00,CHADEMO,RFID
3271803,A,MOBILE,11/02/2018 20:41:49,11/02/2018 20:41:56,0:00:07,0,$0.00,CHADEMO,RFID
3272122,A,DEVICE,11/03/2018 0:31:09,11/03/2018 1:02:25,0:31:16,7.15,$3.86,CHADEMO,CREDITCARD
3272133,A,MOBILE,11/03/2018 1:17:01,11/03/2018 1:33:12,0:16:11,8.77,$4.74,CHADEMO,CREDITCARD
3272213,A,MOBILE,11/03/2018 5:07:13,11/03/2018 5:17:44,0:10:31,6.67,$3.60,CHADEMO,RFID
3272248,A,DEVICE,11/03/2018 5:50:45,11/03/2018 6:22:01,0:31:16,5.51,$2.98,CHADEMO,CREDITCARD
3272406,A,MOBILE,11/03/2018 8:06:36,11/03/2018 8:30:34,0:23:58,9.21,$4.97,CHADEMO,RFID
3272436,A,DEVICE,11/03/2018 8:33:37,11/03/2018 8:55:06,0:21:29,12.71,$6.86,CHADEMO,CREDITCARD
3272483,A,DEVICE,11/03/2018 9:06:29,11/03/2018 9:19:59,0:13:30,8.11,$3.97,DCCOMBOTYP1,CREDITCARD
3272564,A,MOBILE,11/03/2018 10:03:29,11/03/2018 10:16:42,0:13:13,8.88,$4.35,CHADEMO,RFID
3272606,A,DEVICE,11/03/2018 10:38:32,11/03/2018 11:47:48,1:09:16,49.15,$24.08,CHADEMO,CREDITCARD
3272720,A,MOBILE,11/03/2018 12:18:37,11/03/2018 12:49:55,0:31:18,21.02,$10.30,CHADEMO,RFID
3272828,A,DEVICE,11/03/2018 14:02:06,11/03/2018 14:44:37,0:42:31,14.53,$7.12,DCCOMBOTYP1,CREDITCARD
3272878,A,MOBILE,11/03/2018 14:47:26,11/03/2018 15:18:43,0:31:17,11.44,$5.61,CHADEMO,RFID
3272917,A,DEVICE,11/03/2018 15:21:26,11/03/2018 15:23:43,0:02:17,1.24,$0.61,CHADEMO,CREDITCARD
3272923,A,DEVICE,11/03/2018 15:24:59,11/03/2018 16:34:01,1:09:02,44.69,$21.90,CHADEMO,CREDITCARD
3272990,A,DEVICE,11/03/2018 16:41:59,11/03/2018 17:07:40,0:25:41,12.8,$6.27,DCCOMBOTYP1,CREDITCARD
3273092,A,MOBILE,11/03/2018 18:44:30,11/03/2018 18:44:37,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3273093,A,MOBILE,11/03/2018 18:47:42,11/03/2018 18:47:59,0:00:17,0,$0.00,CHADEMO,CREDITCARD
3273096,A,MOBILE,11/03/2018 18:49:41,11/03/2018 18:57:59,0:08:18,5.92,$3.37,CHADEMO,CREDITCARD
3273161,A,MOBILE,11/03/2018 20:37:27,11/03/2018 21:02:15,0:24:48,7.01,$4.00,CHADEMO,RFID
3273512,A,DEVICE,11/04/2018 1:24:13,11/04/2018 1:55:30,0:31:17,5.3,$2.86,CHADEMO,CREDITCARD
3274595,A,MOBILE,11/04/2018 7:40:32,11/04/2018 8:11:48,0:31:16,9.52,$5.14,CHADEMO,RFID
3274708,A,MOBILE,11/04/2018 8:42:45,11/04/2018 9:26:45,0:44:00,28.63,$15.46,CHADEMO,CREDITCARD
3274818,A,MOBILE,11/04/2018 9:49:41,11/04/2018 10:13:50,0:24:09,9.42,$4.62,CHADEMO,CREDITCARD
3274984,A,DEVICE,11/04/2018 11:07:20,11/04/2018 11:38:37,0:31:17,21.4,$10.49,CHADEMO,CREDITCARD
3275099,A,MOBILE,11/04/2018 12:43:36,11/04/2018 14:08:13,1:24:37,63.11,$30.92,CHADEMO,CREDITCARD
3275265,A,DEVICE,11/04/2018 14:17:28,11/04/2018 15:20:59,1:03:31,41.29,$20.23,CHADEMO,CREDITCARD
3275481,A,DEVICE,11/04/2018 15:43:13,11/04/2018 15:51:34,0:08:21,5.85,$2.87,CHADEMO,RFID
3275557,A,MOBILE,11/04/2018 16:09:01,11/04/2018 16:50:43,0:41:42,19.56,$9.58,DCCOMBOTYP1,RFID
3275646,A,MOBILE,11/04/2018 17:12:14,11/04/2018 17:14:59,0:02:45,1.71,$0.97,CHADEMO,RFID
3275663,A,MOBILE,11/04/2018 17:19:40,11/04/2018 17:19:57,0:00:17,0,$0.00,CHADEMO,RFID
3275665,A,MOBILE,11/04/2018 17:20:28,11/04/2018 17:20:46,0:00:18,0,$0.00,CHADEMO,RFID
3275671,A,MOBILE,11/04/2018 17:21:32,11/04/2018 17:21:50,0:00:18,0,$0.00,CHADEMO,RFID
3275809,A,DEVICE,11/04/2018 18:58:52,11/04/2018 19:31:21,0:32:29,11.11,$6.33,CHADEMO,CREDITCARD
3275822,A,DEVICE,11/04/2018 19:33:15,11/04/2018 19:59:09,0:25:54,11.09,$6.32,CHADEMO,RFID
3275845,A,MOBILE,11/04/2018 20:30:50,11/04/2018 20:48:35,0:17:45,5.93,$3.38,CHADEMO,RFID
3275900,A,MOBILE,11/04/2018 23:35:55,11/04/2018 23:59:28,0:23:33,15,$8.10,CHADEMO,CREDITCARD
3276325,A,MOBILE,11/05/2018 6:21:30,11/05/2018 7:26:39,1:05:09,22.27,$12.03,CHADEMO,RFID
3276507,A,MOBILE,11/05/2018 7:43:03,11/05/2018 8:14:20,0:31:17,12.55,$6.78,CHADEMO,RFID
3276604,A,DEVICE,11/05/2018 8:27:55,11/05/2018 8:44:57,0:17:02,12.45,$6.72,CHADEMO,CREDITCARD
3276633,A,MOBILE,11/05/2018 8:50:28,11/05/2018 9:03:55,0:13:27,8.23,$4.44,CHADEMO,RFID
3276666,A,MOBILE,11/05/2018 9:13:53,11/05/2018 9:14:00,0:00:07,0,$0.00,CHADEMO,RFID
3276668,A,MOBILE,11/05/2018 9:14:44,11/05/2018 9:14:52,0:00:08,0,$0.00,CHADEMO,RFID
3276669,A,MOBILE,11/05/2018 9:15:52,11/05/2018 9:31:45,0:15:53,9.88,$4.84,CHADEMO,RFID
3276763,A,DEVICE,11/05/2018 10:14:55,11/05/2018 11:44:36,1:29:41,58.39,$28.61,CHADEMO,CREDITCARD
3277090,A,DEVICE,11/05/2018 13:05:13,11/05/2018 13:22:48,0:17:35,12.91,$6.33,CHADEMO,CREDITCARD
3277288,A,MOBILE,11/05/2018 15:45:53,11/05/2018 16:27:01,0:41:08,13.32,$6.53,DCCOMBOTYP1,CREDITCARD
3277479,A,MOBILE,11/05/2018 19:19:15,11/05/2018 19:19:17,0:00:02,0,$0.00,DCCOMBOTYP1,CREDITCARD
3277480,A,MOBILE,11/05/2018 19:19:59,11/05/2018 19:38:29,0:18:30,9.92,$5.65,DCCOMBOTYP1,RFID
3277887,A,DEVICE,11/06/2018 5:30:48,11/06/2018 6:02:05,0:31:17,8.8,$4.75,CHADEMO,CREDITCARD
3278170,A,MOBILE,11/06/2018 7:31:06,11/06/2018 7:45:46,0:14:40,9.73,$5.25,CHADEMO,CREDITCARD
3278269,A,DEVICE,11/06/2018 8:30:56,11/06/2018 8:55:25,0:24:29,15.35,$8.29,CHADEMO,CREDITCARD
3278396,A,DEVICE,11/06/2018 9:49:50,11/06/2018 10:40:20,0:50:30,33.23,$16.28,CHADEMO,CREDITCARD
3278618,A,WEB,11/06/2018 11:36:27,11/06/2018 11:55:18,0:18:51,9.93,$4.87,CHADEMO,CREDITCARD
3278714,A,DEVICE,11/06/2018 12:27:54,11/06/2018 12:59:12,0:31:18,22.1,$10.83,CHADEMO,CREDITCARD
3278833,A,MOBILE,11/06/2018 13:30:48,11/06/2018 14:02:05,0:31:17,14.4,$7.05,CHADEMO,RFID
3278877,A,MOBILE,11/06/2018 14:02:33,11/06/2018 14:14:13,0:11:40,1.07,$0.52,CHADEMO,RFID
3278897,A,MOBILE,11/06/2018 14:20:59,11/06/2018 14:54:28,0:33:29,19.93,$9.77,CHADEMO,CREDITCARD
3278971,A,MOBILE,11/06/2018 15:17:36,11/06/2018 16:03:46,0:46:10,26.47,$12.97,CHADEMO,CREDITCARD
3279026,A,DEVICE,11/06/2018 16:08:49,11/06/2018 17:13:29,1:04:40,42.1,$20.63,CHADEMO,CREDITCARD
3279133,A,MOBILE,11/06/2018 17:36:46,11/06/2018 17:42:49,0:06:03,4.34,$2.47,CHADEMO,RFID
3279156,A,DEVICE,11/06/2018 18:01:42,11/06/2018 18:12:43,0:11:01,7.42,$4.23,CHADEMO,CREDITCARD
3279167,A,MOBILE,11/06/2018 18:17:32,11/06/2018 19:29:48,1:12:16,55.2,$31.46,CHADEMO,CREDITCARD
3279303,A,MOBILE,11/06/2018 21:58:01,11/06/2018 23:00:41,1:02:40,17.13,$9.76,CHADEMO,RFID
3279700,A,DEVICE,11/07/2018 6:07:17,11/07/2018 6:22:25,0:15:08,11.21,$6.05,CHADEMO,RFID
3279734,A,DEVICE,11/07/2018 6:23:02,11/07/2018 6:31:10,0:08:08,4.48,$2.42,CHADEMO,RFID
3279929,A,MOBILE,11/07/2018 7:43:58,11/07/2018 9:11:35,1:27:37,46.08,$24.88,CHADEMO,RFID
3280147,A,MOBILE,11/07/2018 9:44:24,11/07/2018 10:15:41,0:31:17,10.77,$5.28,CHADEMO,RFID
3280210,A,MOBILE,11/07/2018 10:18:14,11/07/2018 10:39:18,0:21:04,15.48,$7.59,DCCOMBOTYP1,RFID
3280279,A,DEVICE,11/07/2018 10:56:15,11/07/2018 11:27:32,0:31:17,14.16,$6.94,CHADEMO,CREDITCARD
3280611,A,MOBILE,11/07/2018 14:10:05,11/07/2018 14:24:27,0:14:22,9.07,$4.44,CHADEMO,CREDITCARD
3280741,A,MOBILE,11/07/2018 15:59:07,11/07/2018 16:30:24,0:31:17,12.56,$6.15,CHADEMO,CREDITCARD
3280785,A,MOBILE,11/07/2018 16:37:05,11/07/2018 17:39:06,1:02:01,39.45,$19.33,CHADEMO,RFID
3280896,A,MOBILE,11/07/2018 18:23:43,11/07/2018 19:27:41,1:03:58,38.69,$22.05,CHADEMO,RFID
3280962,A,MOBILE,11/07/2018 19:37:12,11/07/2018 20:38:28,1:01:16,11.9,$6.78,DCCOMBOTYP1,CREDITCARD
3281004,A,MOBILE,11/07/2018 20:40:20,11/07/2018 21:08:39,0:28:19,11.65,$6.64,CHADEMO,CREDITCARD
3281039,A,DEVICE,11/07/2018 21:34:01,11/07/2018 22:43:04,1:09:03,44.29,$25.25,CHADEMO,CREDITCARD
3281080,A,MOBILE,11/07/2018 23:43:09,11/08/2018 0:14:26,0:31:17,9.72,$5.25,CHADEMO,RFID
3281557,A,MOBILE,11/08/2018 6:36:20,11/08/2018 7:21:11,0:44:51,29.05,$15.69,CHADEMO,CREDITCARD
3281868,A,MOBILE,11/08/2018 9:12:28,11/08/2018 9:43:45,0:31:17,22.01,$10.78,CHADEMO,CREDITCARD
3281923,A,MOBILE,11/08/2018 9:47:23,11/08/2018 10:15:15,0:27:52,12.32,$6.04,CHADEMO,RFID
3281965,A,MOBILE,11/08/2018 10:17:10,11/08/2018 10:47:44,0:30:34,22.69,$11.12,DCCOMBOTYP1,RFID
3282036,A,MOBILE,11/08/2018 10:50:59,11/08/2018 11:02:58,0:11:59,9.06,$4.44,CHADEMO,CREDITCARD
3282054,A,MOBILE,11/08/2018 11:05:44,11/08/2018 11:16:08,0:10:24,5.41,$2.65,CHADEMO,CREDITCARD
3282137,A,MOBILE,11/08/2018 11:43:04,11/08/2018 11:59:23,0:16:19,5.59,$2.74,CHADEMO,RFID
3282370,A,MOBILE,11/08/2018 13:49:02,11/08/2018 14:18:34,0:29:32,21.3,$10.43,DCCOMBOTYP1,RFID
3282649,A,MOBILE,11/08/2018 17:14:53,11/08/2018 17:28:52,0:13:59,10.52,$6.00,CHADEMO,CREDITCARD
3282693,A,DEVICE,11/08/2018 17:47:08,11/08/2018 18:18:29,0:31:21,8.54,$4.87,CHADEMO,CREDITCARD
3282781,A,MOBILE,11/08/2018 19:12:24,11/08/2018 19:40:55,0:28:31,20.59,$11.74,CHADEMO,RFID
3282811,A,MOBILE,11/08/2018 19:43:04,11/08/2018 20:08:27,0:25:23,16.99,$9.68,CHADEMO,RFID
3282845,A,DEVICE,11/08/2018 20:23:08,11/08/2018 20:44:45,0:21:37,1.87,$1.07,CHADEMO,CREDITCARD
3282853,A,MOBILE,11/08/2018 21:02:28,11/08/2018 21:36:45,0:34:17,15.32,$8.73,DCCOMBOTYP1,RFID
3282894,A,MOBILE,11/08/2018 22:30:37,11/08/2018 23:01:54,0:31:17,5.08,$2.74,CHADEMO,RFID
3283349,A,MOBILE,11/09/2018 6:25:40,11/09/2018 7:31:28,1:05:48,22.18,$11.98,CHADEMO,RFID
3283573,A,MOBILE,11/09/2018 8:00:50,11/09/2018 8:32:07,0:31:17,14.51,$7.84,CHADEMO,RFID
3283755,A,DEVICE,11/09/2018 9:52:50,11/09/2018 10:06:31,0:13:41,9.85,$4.83,CHADEMO,CREDITCARD
3283826,A,DEVICE,11/09/2018 10:29:34,11/09/2018 10:48:41,0:19:07,6.64,$3.25,CHADEMO,CREDITCARD
3283899,A,DEVICE,11/09/2018 11:03:55,11/09/2018 11:35:12,0:31:17,11.91,$5.84,CHADEMO,RFID
3283958,A,MOBILE,11/09/2018 11:37:47,11/09/2018 12:08:14,0:30:27,16.24,$7.96,CHADEMO,CREDITCARD
3284064,A,MOBILE,11/09/2018 12:23:58,11/09/2018 12:46:24,0:22:26,8.28,$4.06,CHADEMO,CREDITCARD
3284139,A,DEVICE,11/09/2018 12:52:28,11/09/2018 13:14:10,0:21:42,10.66,$5.22,CHADEMO,CREDITCARD
3284183,A,DEVICE,11/09/2018 13:16:52,11/09/2018 14:23:31,1:06:39,43.5,$21.31,CHADEMO,CREDITCARD
3284374,A,MOBILE,11/09/2018 14:54:50,11/09/2018 15:08:52,0:14:02,10.41,$5.10,CHADEMO,CREDITCARD
3284430,A,MOBILE,11/09/2018 15:31:41,11/09/2018 16:11:17,0:39:36,7.06,$3.46,DCCOMBOTYP1,RFID
3284534,A,DEVICE,11/09/2018 17:08:28,11/09/2018 17:19:27,0:10:59,7.89,$4.50,CHADEMO,CREDITCARD
3284547,A,DEVICE,11/09/2018 17:25:28,11/09/2018 18:06:27,0:40:59,24.93,$14.21,DCCOMBOTYP1,CREDITCARD
3284629,A,DEVICE,11/09/2018 18:45:13,11/09/2018 18:54:27,0:09:14,6.93,$3.95,CHADEMO,CREDITCARD
3284640,A,MOBILE,11/09/2018 18:57:21,11/09/2018 19:03:04,0:05:43,3.94,$2.25,DCCOMBOTYP1,RFID
3284643,A,MOBILE,11/09/2018 19:05:22,11/09/2018 19:22:42,0:17:20,9.71,$5.53,CHADEMO,RFID
3284688,A,DEVICE,11/09/2018 20:18:12,11/09/2018 20:49:36,0:31:24,19.47,$11.10,CHADEMO,RFID
3284728,A,DEVICE,11/09/2018 21:30:31,11/09/2018 22:05:04,0:34:33,21.7,$12.37,CHADEMO,CREDITCARD
3284758,A,DEVICE,11/09/2018 22:59:12,11/09/2018 23:26:47,0:27:35,14.83,$8.01,CHADEMO,CREDITCARD
3284979,A,MOBILE,11/10/2018 7:38:12,11/10/2018 8:05:14,0:27:02,5.63,$3.04,CHADEMO,RFID
3285016,A,MOBILE,11/10/2018 8:06:58,11/10/2018 8:38:14,0:31:16,6.19,$3.34,CHADEMO,RFID
3285094,A,DEVICE,11/10/2018 8:54:58,11/10/2018 9:26:14,0:31:16,17.13,$9.25,CHADEMO,CREDITCARD
3285145,A,MOBILE,11/10/2018 9:36:56,11/10/2018 10:29:32,0:52:36,34.07,$16.69,CHADEMO,CREDITCARD
3285235,A,MOBILE,11/10/2018 10:34:40,11/10/2018 11:47:24,1:12:44,47.07,$23.06,CHADEMO,RFID
3285463,A,DEVICE,11/10/2018 13:04:45,11/10/2018 13:45:26,0:40:41,26.4,$12.94,DCCOMBOTYP1,CREDITCARD
3285517,A,DEVICE,11/10/2018 13:47:24,11/10/2018 14:11:07,0:23:43,10.75,$5.26,CHADEMO,RFID
3285554,A,MOBILE,11/10/2018 14:13:15,11/10/2018 14:31:08,0:17:53,9.16,$4.49,CHADEMO,RFID
3285640,A,MOBILE,11/10/2018 15:13:38,11/10/2018 15:58:56,0:45:18,24.69,$12.10,CHADEMO,CREDITCARD
3285739,A,MOBILE,11/10/2018 16:42:57,11/10/2018 16:43:07,0:00:10,0,$0.00,CHADEMO,RFID
3285743,A,MOBILE,11/10/2018 16:44:17,11/10/2018 16:44:27,0:00:10,0,$0.00,CHADEMO,RFID
3285748,A,MOBILE,11/10/2018 16:47:38,11/10/2018 16:47:48,0:00:10,0,$0.00,CHADEMO,RFID
3285783,A,MOBILE,11/10/2018 17:19:00,11/10/2018 18:24:38,1:05:38,19.04,$10.85,CHADEMO,RFID
3285857,A,DEVICE,11/10/2018 18:27:04,11/10/2018 18:41:35,0:14:31,8.19,$4.67,CHADEMO,CREDITCARD
3285894,A,DEVICE,11/10/2018 19:26:35,11/10/2018 19:55:32,0:28:57,8.52,$4.86,CHADEMO,CREDITCARD
3285919,A,DEVICE,11/10/2018 20:00:33,11/10/2018 20:52:27,0:51:54,33.36,$19.02,CHADEMO,CREDITCARD
3286033,A,DEVICE,11/11/2018 0:19:54,11/11/2018 0:48:48,0:28:54,11.29,$6.10,CHADEMO,RFID
3286138,A,DEVICE,11/11/2018 6:32:38,11/11/2018 6:54:16,0:21:38,2.84,$1.53,CHADEMO,CREDITCARD
3286188,A,MOBILE,11/11/2018 7:36:24,11/11/2018 8:07:41,0:31:17,9.46,$5.11,CHADEMO,RFID
3286270,A,MOBILE,11/11/2018 9:29:32,11/11/2018 10:00:49,0:31:17,12.65,$6.20,CHADEMO,RFID
3286301,A,MOBILE,11/11/2018 10:01:21,11/11/2018 10:15:06,0:13:45,1.26,$0.62,CHADEMO,RFID
3286500,A,MOBILE,11/11/2018 13:19:31,11/11/2018 14:32:33,1:13:02,47.57,$23.30,CHADEMO,CREDITCARD
3286588,A,MOBILE,11/11/2018 14:59:52,11/11/2018 15:06:08,0:06:16,3.14,$1.54,CHADEMO,RFID
3286675,A,MOBILE,11/11/2018 16:36:50,11/11/2018 16:59:29,0:22:39,12.55,$6.15,CHADEMO,RFID
3286738,A,DEVICE,11/11/2018 17:34:05,11/11/2018 17:53:31,0:19:26,6.04,$3.44,DCCOMBOTYP1,CREDITCARD
3286770,A,DEVICE,11/11/2018 18:30:44,11/11/2018 19:39:14,1:08:30,40.68,$23.19,CHADEMO,RFID
3286854,A,MOBILE,11/11/2018 21:14:06,11/11/2018 21:45:22,0:31:16,20.3,$11.57,CHADEMO,RFID
3286877,A,DEVICE,11/11/2018 21:54:35,11/11/2018 22:48:24,0:53:49,34.31,$19.56,CHADEMO,CREDITCARD
3287211,A,MOBILE,11/12/2018 7:11:59,11/12/2018 7:37:29,0:25:30,6.74,$3.64,CHADEMO,RFID
3287298,A,DEVICE,11/12/2018 8:11:26,11/12/2018 8:11:33,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3287300,A,DEVICE,11/12/2018 8:11:55,11/12/2018 8:12:02,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3287302,A,DEVICE,11/12/2018 8:12:40,11/12/2018 8:12:47,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3287303,A,DEVICE,11/12/2018 8:13:24,11/12/2018 8:13:32,0:00:08,0,$0.00,CHADEMO,CREDITCARD
3287474,A,DEVICE,11/12/2018 10:35:03,11/12/2018 10:46:48,0:11:45,8.35,$4.09,CHADEMO,CREDITCARD
3287500,A,MOBILE,11/12/2018 11:05:28,11/12/2018 11:29:31,0:24:03,11.34,$5.56,CHADEMO,CREDITCARD
3287709,A,MOBILE,11/12/2018 13:51:46,11/12/2018 14:00:13,0:08:27,6.24,$3.05,CHADEMO,RFID
3287748,A,MOBILE,11/12/2018 14:29:33,11/12/2018 14:40:00,0:10:27,4.72,$2.31,CHADEMO,RFID
3287764,A,MOBILE,11/12/2018 14:41:46,11/12/2018 15:05:22,0:23:36,9.86,$4.83,CHADEMO,RFID
3287814,A,MOBILE,11/12/2018 15:20:03,11/12/2018 16:34:11,1:14:08,48.03,$23.53,CHADEMO,CREDITCARD
3288966,A,DEVICE,11/12/2018 16:43:15,11/12/2018 16:43:25,0:00:10,0,$0.00,CHADEMO,RFID
3288969,A,DEVICE,11/12/2018 16:43:40,11/12/2018 16:44:24,0:00:44,0,$0.00,CHADEMO,RFID
3287911,A,MOBILE,11/12/2018 16:46:25,11/12/2018 16:46:28,0:00:03,0,$0.00,CHADEMO,CREDITCARD
3287935,A,DEVICE,11/12/2018 17:07:12,11/12/2018 17:16:53,0:09:41,7.12,$4.06,CHADEMO,CREDITCARD
3287962,A,MOBILE,11/12/2018 17:40:21,11/12/2018 18:17:07,0:36:46,23.79,$13.56,CHADEMO,CREDITCARD
3288015,A,DEVICE,11/12/2018 18:55:37,11/12/2018 19:30:16,0:34:39,12.93,$7.37,CHADEMO,CREDITCARD
3288044,A,DEVICE,11/12/2018 19:34:25,11/12/2018 20:37:14,1:02:49,40.69,$23.19,CHADEMO,CREDITCARD
3288082,A,MOBILE,11/12/2018 20:50:33,11/12/2018 22:00:53,1:10:20,30.96,$17.65,CHADEMO,RFID
3288572,A,MOBILE,11/13/2018 6:34:16,11/13/2018 6:57:43,0:23:27,8.78,$4.74,CHADEMO,RFID
3288745,A,MOBILE,11/13/2018 7:49:02,11/13/2018 8:19:29,0:30:27,9.32,$5.03,CHADEMO,RFID
3288825,A,DEVICE,11/13/2018 8:21:16,11/12/2018 16:43:15,-15:38:01,59.07,$0.00,CHADEMO,CREDITCARD
3289123,A,DEVICE,11/13/2018 10:59:03,11/13/2018 11:09:30,0:10:27,7.04,$3.45,CHADEMO,CREDITCARD
3289163,A,MOBILE,11/13/2018 11:10:53,11/13/2018 11:37:30,0:26:37,12.93,$6.34,CHADEMO,RFID
3289248,A,DEVICE,11/13/2018 11:46:34,11/13/2018 11:52:53,0:06:19,4.5,$2.21,CHADEMO,RFID
3289256,A,DEVICE,11/13/2018 11:56:09,11/13/2018 12:01:35,0:05:26,3.96,$1.94,CHADEMO,CREDITCARD
3289363,A,DEVICE,11/13/2018 12:57:50,11/13/2018 13:22:27,0:24:37,17.75,$8.70,CHADEMO,CREDITCARD
3289431,A,MOBILE,11/13/2018 13:46:53,11/13/2018 13:56:25,0:09:32,4.68,$2.29,CHADEMO,RFID
3289464,A,DEVICE,11/13/2018 14:03:03,11/13/2018 14:34:19,0:31:16,11.28,$5.53,CHADEMO,RFID
3289538,A,DEVICE,11/13/2018 14:44:49,11/13/2018 15:21:07,0:36:18,13.55,$6.64,CHADEMO,CREDITCARD
3289590,A,MOBILE,11/13/2018 15:22:48,11/13/2018 15:41:09,0:18:21,8.24,$4.04,DCCOMBOTYP1,CREDITCARD
3289658,A,MOBILE,11/13/2018 16:04:54,11/13/2018 17:21:10,1:16:16,47.06,$23.06,DCCOMBOTYP1,RFID
3289789,A,DEVICE,11/13/2018 17:57:19,11/13/2018 18:39:26,0:42:07,21.56,$12.29,DCCOMBOTYP1,CREDITCARD
3289886,A,MOBILE,11/13/2018 20:09:22,11/13/2018 20:19:23,0:10:01,7.15,$4.08,CHADEMO,CREDITCARD
3289926,A,MOBILE,11/13/2018 21:51:35,11/13/2018 21:59:56,0:08:21,6.18,$3.52,CHADEMO,CREDITCARD
3289930,A,DEVICE,11/13/2018 22:06:47,11/13/2018 22:16:53,0:10:06,7.57,$4.09,CHADEMO,CREDITCARD
3290165,A,MOBILE,11/14/2018 4:48:46,11/14/2018 5:07:22,0:18:36,7.07,$3.82,CHADEMO,RFID
3290540,A,MOBILE,11/14/2018 7:39:44,11/14/2018 8:11:01,0:31:17,10.3,$5.56,CHADEMO,CREDITCARD
3290767,A,MOBILE,11/14/2018 9:34:21,11/14/2018 9:50:01,0:15:40,10.17,$4.98,CHADEMO,RFID
3290932,A,MOBILE,11/14/2018 11:05:36,11/14/2018 11:35:10,0:29:34,11.82,$5.79,CHADEMO,RFID
3290981,A,DEVICE,11/14/2018 11:36:12,11/14/2018 11:45:34,0:09:22,5.32,$2.61,CHADEMO,CREDITCARD
3291151,A,DEVICE,11/14/2018 12:58:45,11/14/2018 13:30:02,0:31:17,12.09,$5.92,CHADEMO,CREDITCARD
3291399,A,DEVICE,11/14/2018 15:46:11,11/14/2018 16:17:27,0:31:16,18.13,$8.88,CHADEMO,RFID
3291489,A,DEVICE,11/14/2018 16:58:13,11/14/2018 17:29:30,0:31:17,11,$5.39,CHADEMO,RFID
3291607,A,DEVICE,11/14/2018 18:24:10,11/14/2018 18:46:00,0:21:50,14.55,$8.29,CHADEMO,CREDITCARD
3291637,A,DEVICE,11/14/2018 18:48:27,11/14/2018 19:13:44,0:25:17,13.33,$7.60,CHADEMO,CREDITCARD
3291713,A,MOBILE,11/14/2018 20:04:42,11/14/2018 20:35:59,0:31:17,13.23,$7.54,CHADEMO,CREDITCARD
3291746,A,MOBILE,11/14/2018 21:24:16,11/14/2018 21:24:23,0:00:07,0,$0.00,CHADEMO,CREDITCARD
3291750,A,MOBILE,11/14/2018 21:30:51,11/14/2018 22:02:13,0:31:22,8.39,$4.78,CHADEMO,CREDITCARD
3291905,A,DEVICE,11/15/2018 3:58:42,11/15/2018 4:25:25,0:26:43,18.97,$10.24,CHADEMO,CREDITCARD
3291978,A,MOBILE,11/15/2018 4:44:12,11/15/2018 5:15:29,0:31:17,11.92,$6.44,CHADEMO,RFID
3292364,A,MOBILE,11/15/2018 7:27:06,11/15/2018 7:58:23,0:31:17,8.65,$4.67,CHADEMO,CREDITCARD
3292473,A,MOBILE,11/15/2018 8:07:52,11/15/2018 9:07:38,0:59:46,39.34,$21.24,CHADEMO,RFID
3292794,A,MOBILE,11/15/2018 10:39:42,11/15/2018 11:29:31,0:49:49,33.86,$16.59,DCCOMBOTYP1,RFID
3292933,A,MOBILE,11/15/2018 11:48:51,11/15/2018 12:15:29,0:26:38,9.54,$4.67,CHADEMO,RFID
3292996,A,MOBILE,11/15/2018 12:25:49,11/15/2018 12:57:05,0:31:16,10.35,$5.07,CHADEMO,RFID
3293249,A,DEVICE,11/15/2018 14:56:40,11/15/2018 15:18:29,0:21:49,11.1,$5.44,CHADEMO,CREDITCARD
3293441,A,MOBILE,11/15/2018 16:04:52,11/15/2018 16:33:48,0:28:56,2.56,$1.25,CHADEMO,RFID
3294185,A,DEVICE,11/15/2018 20:29:59,11/15/2018 20:32:49,0:02:50,1.82,$1.04,CHADEMO,CREDITCARD
3294224,A,MOBILE,11/15/2018 21:19:40,11/15/2018 21:24:34,0:04:54,3.48,$1.98,CHADEMO,CREDITCARD
3294251,A,MOBILE,11/15/2018 22:31:30,11/15/2018 22:49:18,0:17:48,8.96,$4.84,CHADEMO,CREDITCARD
