start,power
9/1/18 16:39,0.23
9/1/18 16:40,0.23
9/1/18 16:41,0.23
9/1/18 16:42,0.23
9/1/18 16:43,0.23
9/1/18 16:44,0.23
9/1/18 16:45,0.23
9/1/18 16:46,0.23
9/1/18 16:47,0.23
9/1/18 16:48,0.23
9/1/18 16:49,0.23
9/1/18 16:50,0.23
9/1/18 16:51,0.21
9/1/18 16:52,0.05
9/1/18 16:53,0.05
9/1/18 16:54,0.05
9/1/18 16:55,0.05
9/1/18 16:56,0.05
9/1/18 16:57,7.03
9/1/18 16:58,34.96
9/1/18 16:59,34.84
9/1/18 17:00,34.95
9/1/18 17:01,35.05
9/1/18 17:02,34.89
9/1/18 17:03,34.83
9/1/18 17:04,34.92
9/1/18 17:05,35.01
9/1/18 17:06,35.09
9/1/18 17:07,34.78
9/1/18 17:08,34.84
9/1/18 17:09,34.90
9/1/18 17:10,34.97
9/1/18 17:11,35.03
9/1/18 17:12,35.09
9/1/18 17:13,34.94
9/1/18 17:14,34.82
9/1/18 17:15,34.89
9/1/18 17:16,23.14
9/1/18 17:17,0.05
9/1/18 17:18,0.05
9/1/18 17:19,0.05
9/1/18 17:20,0.05
9/1/18 17:21,0.05
9/1/18 17:22,0.05
9/1/18 17:23,0.05
9/1/18 17:24,0.05
9/1/18 17:25,0.05
9/1/18 17:26,0.05
9/1/18 17:27,0.05
9/1/18 17:28,32.59
9/1/18 17:29,50.15
9/1/18 17:30,50.68
9/1/18 17:31,51.03
9/1/18 17:32,51.32
9/1/18 17:33,51.57
9/1/18 17:34,51.32
9/1/18 17:35,45.76
9/1/18 17:36,40.66
9/1/18 17:37,37.32
9/1/18 17:38,33.86
9/1/18 17:39,31.27
9/1/18 17:40,28.38
9/1/18 17:41,26.58
9/1/18 17:42,25.27
9/1/18 17:43,23.19
9/1/18 17:44,20.83
9/1/18 17:45,19.52
9/1/18 17:46,19.18
9/1/18 17:47,17.25
9/1/18 17:48,15.32
9/1/18 17:49,14.25
9/1/18 17:50,12.94
9/1/18 17:51,11.60
9/1/18 17:52,10.56
9/1/18 17:53,9.15
9/1/18 17:54,8.11
9/1/18 17:55,7.01
9/1/18 17:56,6.27
9/1/18 17:57,5.70
9/1/18 17:58,5.15
9/1/18 17:59,1.34
9/1/18 18:00,0.05
9/1/18 18:01,4.86
9/1/18 18:02,5.11
9/1/18 18:03,4.28
9/1/18 18:04,3.90
9/1/18 18:05,3.46
9/1/18 18:06,3.02
9/1/18 18:07,2.74
9/1/18 18:08,2.60
9/1/18 18:09,2.37
9/1/18 18:10,2.01
9/1/18 18:11,1.93
9/1/18 18:12,1.82
9/1/18 18:13,1.88
9/1/18 18:14,1.66
9/1/18 18:15,0.73
9/1/18 18:16,0.05
9/1/18 18:17,0.05
9/1/18 18:18,0.05
9/1/18 18:19,0.05
9/1/18 18:20,0.05
9/1/18 18:21,0.05
9/1/18 18:22,0.05
9/1/18 18:23,0.05
9/1/18 18:24,0.05
9/1/18 18:25,0.05
9/1/18 18:26,0.05
9/1/18 18:27,0.05
9/1/18 18:28,0.05
9/1/18 18:29,0.05
9/1/18 18:30,0.05
9/1/18 18:31,0.05
9/1/18 18:32,0.05
9/1/18 18:33,0.05
9/1/18 18:34,0.05
9/1/18 18:35,0.05
9/1/18 18:36,0.05
9/1/18 18:37,0.05
9/1/18 18:38,0.05
9/1/18 18:39,0.05
9/1/18 18:40,0.05
9/1/18 18:41,0.05
9/1/18 18:42,0.05
9/1/18 18:43,0.05
9/1/18 18:44,0.05
9/1/18 18:45,0.05
9/1/18 18:46,0.05
9/1/18 18:47,0.05
9/1/18 18:48,0.05
9/1/18 18:49,0.05
9/1/18 18:50,0.05
9/1/18 18:51,0.05
9/1/18 18:52,0.05
9/1/18 18:53,0.05
9/1/18 18:54,0.05
9/1/18 18:55,0.05
9/1/18 18:56,0.05
9/1/18 18:57,0.05
9/1/18 18:58,0.05
9/1/18 18:59,0.05
9/1/18 19:00,0.05
9/1/18 19:01,0.05
9/1/18 19:02,0.05
9/1/18 19:03,0.05
9/1/18 19:04,0.05
9/1/18 19:05,0.05
9/1/18 19:06,0.05
9/1/18 19:07,0.05
9/1/18 19:08,0.05
9/1/18 19:09,0.05
9/1/18 19:10,0.13
9/1/18 19:11,39.76
9/1/18 19:12,42.67
9/1/18 19:13,42.80
9/1/18 19:14,42.92
9/1/18 19:15,43.04
9/1/18 19:16,43.15
9/1/18 19:17,43.26
9/1/18 19:18,43.37
9/1/18 19:19,43.48
9/1/18 19:20,43.59
9/1/18 19:21,43.70
9/1/18 19:22,43.80
9/1/18 19:23,43.90
9/1/18 19:24,44.00
9/1/18 19:25,44.09
9/1/18 19:26,44.18
9/1/18 19:27,44.26
9/1/18 19:28,44.34
9/1/18 19:29,44.41
9/1/18 19:30,44.50
9/1/18 19:31,44.58
9/1/18 19:32,44.64
9/1/18 19:33,44.73
9/1/18 19:34,44.84
9/1/18 19:35,44.95
9/1/18 19:36,45.06
9/1/18 19:37,45.16
9/1/18 19:38,45.27
9/1/18 19:39,45.38
9/1/18 19:40,45.50
9/1/18 19:41,45.61
9/1/18 19:42,45.73
9/1/18 19:43,45.85
9/1/18 19:44,45.98
9/1/18 19:45,46.09
9/1/18 19:46,46.19
9/1/18 19:47,45.17
9/1/18 19:48,43.33
9/1/18 19:49,41.76
9/1/18 19:50,40.26
9/1/18 19:51,38.93
9/1/18 19:52,25.19
9/1/18 19:53,0.23
9/1/18 19:54,0.23
9/1/18 19:55,0.23
9/1/18 19:56,0.23
9/1/18 19:57,0.23
9/1/18 19:58,0.23
9/1/18 19:59,0.23
9/1/18 20:00,0.23
9/1/18 20:01,0.23
9/1/18 20:02,0.23
9/1/18 20:03,0.23
9/1/18 20:04,0.23
9/1/18 20:05,0.23
9/1/18 20:06,0.23
9/1/18 20:07,0.23
9/1/18 20:08,0.22
9/1/18 20:09,12.01
9/1/18 20:10,46.24
9/1/18 20:11,46.85
9/1/18 20:12,47.28
9/1/18 20:13,47.56
9/1/18 20:14,47.78
9/1/18 20:15,48.05
9/1/18 20:16,48.32
9/1/18 20:17,15.82
9/1/18 20:18,0.05
9/1/18 20:19,0.05
9/1/18 20:20,0.05
9/1/18 20:21,0.05
9/1/18 20:22,0.05
9/1/18 20:23,0.05
9/1/18 20:24,0.05
9/1/18 20:25,9.62
9/1/18 20:26,37.93
9/1/18 20:27,38.61
9/1/18 20:28,39.08
9/1/18 20:29,39.41
9/1/18 20:30,39.57
9/1/18 20:31,39.66
9/1/18 20:32,39.76
9/1/18 20:33,39.87
9/1/18 20:34,39.97
9/1/18 20:35,40.07
9/1/18 20:36,40.17
9/1/18 20:37,40.27
9/1/18 20:38,40.38
9/1/18 20:39,40.48
9/1/18 20:40,40.60
9/1/18 20:41,40.71
9/1/18 20:42,40.82
9/1/18 20:43,40.93
9/1/18 20:44,41.05
9/1/18 20:45,41.16
9/1/18 20:46,41.26
9/1/18 20:47,41.35
9/1/18 20:48,41.44
9/1/18 20:49,41.52
9/1/18 20:50,41.60
9/1/18 20:51,41.68
9/1/18 20:52,41.75
9/1/18 20:53,41.82
9/1/18 20:54,41.90
9/1/18 20:55,42.10
9/1/18 20:56,42.24
9/1/18 20:57,42.32
9/1/18 20:58,42.40
9/1/18 20:59,42.48
9/1/18 21:00,42.56
9/1/18 21:01,42.66
9/1/18 21:02,42.75
9/1/18 21:03,42.84
9/1/18 21:04,42.93
9/1/18 21:05,43.03
9/1/18 21:06,43.12
9/1/18 21:07,43.21
9/1/18 21:08,43.31
9/1/18 21:09,43.40
9/1/18 21:10,43.49
9/1/18 21:11,43.58
9/1/18 21:12,43.67
9/1/18 21:13,43.75
9/1/18 21:14,43.83
9/1/18 21:15,43.90
9/1/18 21:16,43.97
9/1/18 21:17,44.04
9/1/18 21:18,44.12
9/1/18 21:19,44.19
9/1/18 21:20,44.26
9/1/18 21:21,44.31
9/1/18 21:22,44.37
9/1/18 21:23,44.43
9/1/18 21:24,44.50
9/1/18 21:25,44.57
9/1/18 21:26,44.64
9/1/18 21:27,44.72
9/1/18 21:28,44.80
9/1/18 21:29,44.88
9/1/18 21:30,44.96
9/1/18 21:31,45.05
9/1/18 21:32,45.13
9/1/18 21:33,39.02
9/1/18 21:34,0.23
9/1/18 21:35,0.23
9/1/18 21:36,0.23
9/1/18 21:37,0.23
9/1/18 21:38,0.23
9/1/18 21:39,0.23
9/1/18 21:40,0.17
9/1/18 21:41,0.05
9/1/18 21:42,0.04
9/1/18 21:43,0.05
9/1/18 21:44,0.05
9/1/18 21:45,0.04
9/1/18 21:46,0.05
9/1/18 21:47,0.04
9/1/18 21:48,0.05
9/1/18 21:49,0.05
9/1/18 21:50,0.05
9/1/18 21:51,0.05
9/1/18 21:52,0.04
9/1/18 21:53,0.05
9/1/18 21:54,0.05
9/1/18 21:55,0.05
9/1/18 21:56,0.05
9/1/18 21:57,0.05
9/1/18 21:58,0.05
9/1/18 21:59,0.05
9/1/18 22:00,0.05
9/1/18 22:01,0.05
9/1/18 22:02,0.05
9/1/18 22:03,0.05
9/1/18 22:04,0.05
9/1/18 22:05,0.05
9/1/18 22:06,0.05
9/1/18 22:07,0.05
9/1/18 22:08,0.05
9/1/18 22:09,0.05
9/1/18 22:10,0.05
9/1/18 22:11,0.05
9/1/18 22:12,0.05
9/1/18 22:13,0.05
9/1/18 22:14,0.05
9/1/18 22:15,0.05
9/1/18 22:16,0.04
9/1/18 22:17,0.05
9/1/18 22:18,0.05
9/1/18 22:19,0.05
9/1/18 22:20,0.05
9/1/18 22:21,0.05
9/1/18 22:22,0.05
9/1/18 22:23,0.05
9/1/18 22:24,0.05
9/1/18 22:25,0.05
9/1/18 22:26,0.05
9/1/18 22:27,0.05
9/1/18 22:28,0.05
9/1/18 22:29,0.05
9/1/18 22:30,0.05
9/1/18 22:31,0.05
9/1/18 22:32,0.05
9/1/18 22:33,0.05
9/1/18 22:34,0.04
9/1/18 22:35,0.04
9/1/18 22:36,0.05
9/1/18 22:37,0.05
9/1/18 22:38,0.05
9/1/18 22:39,0.05
9/1/18 22:40,0.05
9/1/18 22:41,0.05
9/1/18 22:42,0.05
9/1/18 22:43,0.04
9/1/18 22:44,0.04
9/1/18 22:45,0.04
9/1/18 22:46,0.05
9/1/18 22:47,0.05
9/1/18 22:48,0.04
9/1/18 22:49,0.04
9/1/18 22:50,0.05
9/1/18 22:51,0.05
9/1/18 22:52,0.04
9/1/18 22:53,0.05
9/1/18 22:54,0.04
9/1/18 22:55,0.05
9/1/18 22:56,0.05
9/1/18 22:57,0.05
9/1/18 22:58,0.05
9/1/18 22:59,0.05
9/1/18 23:00,0.04
9/1/18 23:01,0.05
9/1/18 23:02,0.05
9/1/18 23:03,0.05
9/1/18 23:04,0.05
9/1/18 23:05,0.05
9/1/18 23:06,0.05
9/1/18 23:07,0.05
9/1/18 23:08,0.05
9/1/18 23:09,0.05
9/1/18 23:10,0.05
9/1/18 23:11,0.05
9/1/18 23:12,0.05
9/1/18 23:13,0.05
9/1/18 23:14,0.05
9/1/18 23:15,0.04
9/1/18 23:16,0.05
9/1/18 23:17,0.05
9/1/18 23:18,0.05
9/1/18 23:19,0.05
9/1/18 23:20,0.04
9/1/18 23:21,0.04
9/1/18 23:22,0.04
9/1/18 23:23,0.05
9/1/18 23:24,0.04
9/1/18 23:25,0.05
9/1/18 23:26,0.05
9/1/18 23:27,0.05
9/1/18 23:28,0.05
9/1/18 23:29,0.05
9/1/18 23:30,0.05
9/1/18 23:31,0.05
9/1/18 23:32,0.04
9/1/18 23:33,0.05
9/1/18 23:34,0.05
9/1/18 23:35,0.05
9/1/18 23:36,0.05
9/1/18 23:37,0.05
9/1/18 23:38,0.04
9/1/18 23:39,0.05
9/1/18 23:40,0.05
9/1/18 23:41,0.05
9/1/18 23:42,0.05
9/1/18 23:43,0.04
9/1/18 23:44,0.05
9/1/18 23:45,0.05
9/1/18 23:46,0.05
9/1/18 23:47,0.05
9/1/18 23:48,0.05
9/1/18 23:49,0.04
9/1/18 23:50,0.04
9/1/18 23:51,0.05
9/1/18 23:52,0.04
9/1/18 23:53,0.04
9/1/18 23:54,0.05
9/1/18 23:55,0.05
9/1/18 23:56,0.04
9/1/18 23:57,0.05
9/1/18 23:58,0.04
9/1/18 23:59,0.04
9/2/18 0:00,0.05
9/2/18 0:01,0.05
9/2/18 0:02,0.05
9/2/18 0:03,0.05
9/2/18 0:04,0.05
9/2/18 0:05,0.05
9/2/18 0:06,0.05
9/2/18 0:07,0.04
9/2/18 0:08,0.05
9/2/18 0:09,0.05
9/2/18 0:10,0.04
9/2/18 0:11,0.04
9/2/18 0:12,0.05
9/2/18 0:13,0.04
9/2/18 0:14,0.04
9/2/18 0:15,0.05
9/2/18 0:16,0.05
9/2/18 0:17,0.05
9/2/18 0:18,0.05
9/2/18 0:19,0.04
9/2/18 0:20,0.05
9/2/18 0:21,0.05
9/2/18 0:22,0.04
9/2/18 0:23,0.05
9/2/18 0:24,0.04
9/2/18 0:25,0.04
9/2/18 0:26,0.05
9/2/18 0:27,0.05
9/2/18 0:28,0.05
9/2/18 0:29,0.05
9/2/18 0:30,0.05
9/2/18 0:31,0.05
9/2/18 0:32,0.05
9/2/18 0:33,0.04
9/2/18 0:34,0.04
9/2/18 0:35,0.05
9/2/18 0:36,0.05
9/2/18 0:37,0.05
9/2/18 0:38,0.04
9/2/18 0:39,0.05
9/2/18 0:40,0.05
9/2/18 0:41,0.04
9/2/18 0:42,0.04
9/2/18 0:43,0.05
9/2/18 0:44,0.05
9/2/18 0:45,0.04
9/2/18 0:46,0.05
9/2/18 0:47,0.04
9/2/18 0:48,0.04
9/2/18 0:49,0.04
9/2/18 0:50,0.04
9/2/18 0:51,0.04
9/2/18 0:52,0.04
9/2/18 0:53,0.04
9/2/18 0:54,0.04
9/2/18 0:55,0.04
9/2/18 0:56,0.05
9/2/18 0:57,0.05
9/2/18 0:58,0.05
9/2/18 0:59,0.04
9/2/18 1:00,0.05
9/2/18 1:01,0.05
9/2/18 1:02,0.05
9/2/18 1:03,0.04
9/2/18 1:04,0.05
9/2/18 1:05,0.05
9/2/18 1:06,0.04
9/2/18 1:07,0.05
9/2/18 1:08,0.05
9/2/18 1:09,0.04
9/2/18 1:10,0.05
9/2/18 1:11,0.05
9/2/18 1:12,0.05
9/2/18 1:13,0.05
9/2/18 1:14,0.04
9/2/18 1:15,0.05
9/2/18 1:16,0.04
9/2/18 1:17,0.04
9/2/18 1:18,0.04
9/2/18 1:19,0.05
9/2/18 1:20,0.05
9/2/18 1:21,0.05
9/2/18 1:22,0.05
9/2/18 1:23,0.05
9/2/18 1:24,0.04
9/2/18 1:25,0.05
9/2/18 1:26,0.05
9/2/18 1:27,0.04
9/2/18 1:28,0.05
9/2/18 1:29,0.05
9/2/18 1:30,0.05
9/2/18 1:31,0.05
9/2/18 1:32,0.04
9/2/18 1:33,0.04
9/2/18 1:34,0.05
9/2/18 1:35,0.04
9/2/18 1:36,0.04
9/2/18 1:37,0.05
9/2/18 1:38,0.05
9/2/18 1:39,0.04
9/2/18 1:40,0.05
9/2/18 1:41,0.04
9/2/18 1:42,0.05
9/2/18 1:43,0.04
9/2/18 1:44,0.05
9/2/18 1:45,0.04
9/2/18 1:46,0.04
9/2/18 1:47,0.04
9/2/18 1:48,0.04
9/2/18 1:49,0.04
9/2/18 1:50,0.04
9/2/18 1:51,0.05
9/2/18 1:52,0.04
9/2/18 1:53,0.05
9/2/18 1:54,0.05
9/2/18 1:55,0.05
9/2/18 1:56,0.05
9/2/18 1:57,0.05
9/2/18 1:58,0.04
9/2/18 1:59,0.05
9/2/18 2:00,0.05
9/2/18 2:01,0.04
9/2/18 2:02,0.04
9/2/18 2:03,0.05
9/2/18 2:04,0.05
9/2/18 2:05,0.05
9/2/18 2:06,0.05
9/2/18 2:07,0.05
9/2/18 2:08,0.05
9/2/18 2:09,0.05
9/2/18 2:10,0.05
9/2/18 2:11,0.05
9/2/18 2:12,0.05
9/2/18 2:13,0.05
9/2/18 2:14,0.05
9/2/18 2:15,0.05
9/2/18 2:16,0.05
9/2/18 2:17,0.05
9/2/18 2:18,0.05
9/2/18 2:19,0.05
9/2/18 2:20,0.05
9/2/18 2:21,0.05
9/2/18 2:22,0.05
9/2/18 2:23,0.05
9/2/18 2:24,0.05
9/2/18 2:25,0.05
9/2/18 2:26,0.05
9/2/18 2:27,0.05
9/2/18 2:28,0.05
9/2/18 2:29,0.05
9/2/18 2:30,0.05
9/2/18 2:31,0.05
9/2/18 2:32,0.05
9/2/18 2:33,0.05
9/2/18 2:34,0.05
9/2/18 2:35,0.05
9/2/18 2:36,0.05
9/2/18 2:37,0.05
9/2/18 2:38,0.05
9/2/18 2:39,0.05
9/2/18 2:40,0.05
9/2/18 2:41,0.04
9/2/18 2:42,0.05
9/2/18 2:43,0.05
9/2/18 2:44,0.05
9/2/18 2:45,0.05
9/2/18 2:46,0.05
9/2/18 2:47,0.05
9/2/18 2:48,0.05
9/2/18 2:49,0.05
9/2/18 2:50,0.05
9/2/18 2:51,0.05
9/2/18 2:52,0.05
9/2/18 2:53,0.05
9/2/18 2:54,0.05
9/2/18 2:55,0.05
9/2/18 2:56,0.05
9/2/18 2:57,0.05
9/2/18 2:58,0.05
9/2/18 2:59,0.05
9/2/18 3:00,0.05
9/2/18 3:01,0.05
9/2/18 3:02,0.05
9/2/18 3:03,0.05
9/2/18 3:04,0.05
9/2/18 3:05,0.05
9/2/18 3:06,0.05
9/2/18 3:07,0.05
9/2/18 3:08,0.05
9/2/18 3:09,0.05
9/2/18 3:10,0.04
9/2/18 3:11,0.05
9/2/18 3:12,0.05
9/2/18 3:13,0.05
9/2/18 3:14,0.04
9/2/18 3:15,0.04
9/2/18 3:16,0.04
9/2/18 3:17,0.04
9/2/18 3:18,0.05
9/2/18 3:19,0.04
9/2/18 3:20,0.04
9/2/18 3:21,0.05
9/2/18 3:22,0.05
9/2/18 3:23,0.04
9/2/18 3:24,0.04
9/2/18 3:25,0.05
9/2/18 3:26,0.04
9/2/18 3:27,0.05
9/2/18 3:28,0.05
9/2/18 3:29,0.05
9/2/18 3:30,0.05
9/2/18 3:31,0.05
9/2/18 3:32,0.04
9/2/18 3:33,0.05
9/2/18 3:34,0.05
9/2/18 3:35,0.05
9/2/18 3:36,0.05
9/2/18 3:37,0.05
9/2/18 3:38,0.05
9/2/18 3:39,0.05
9/2/18 3:40,0.05
9/2/18 3:41,0.05
9/2/18 3:42,0.05
9/2/18 3:43,0.05
9/2/18 3:44,0.05
9/2/18 3:45,0.05
9/2/18 3:46,0.05
9/2/18 3:47,0.05
9/2/18 3:48,0.05
9/2/18 3:49,0.05
9/2/18 3:50,0.05
9/2/18 3:51,0.05
9/2/18 3:52,0.05
9/2/18 3:53,0.04
9/2/18 3:54,0.04
9/2/18 3:55,0.04
9/2/18 3:56,0.05
9/2/18 3:57,0.05
9/2/18 3:58,0.05
9/2/18 3:59,0.05
9/2/18 4:00,0.04
9/2/18 4:01,0.05
9/2/18 4:02,0.04
9/2/18 4:03,0.05
9/2/18 4:04,0.04
9/2/18 4:05,0.04
9/2/18 4:06,0.04
9/2/18 4:07,0.04
9/2/18 4:08,0.04
9/2/18 4:09,0.04
9/2/18 4:10,0.04
9/2/18 4:11,0.04
9/2/18 4:12,0.04
9/2/18 4:13,0.04
9/2/18 4:14,0.04
9/2/18 4:15,0.04
9/2/18 4:16,0.04
9/2/18 4:17,0.04
9/2/18 4:18,0.04
9/2/18 4:19,0.04
9/2/18 4:20,0.04
9/2/18 4:21,0.04
9/2/18 4:22,0.05
9/2/18 4:23,0.05
9/2/18 4:24,0.04
9/2/18 4:25,0.05
9/2/18 4:26,0.04
9/2/18 4:27,0.05
9/2/18 4:28,0.05
9/2/18 4:29,11.31
9/2/18 4:30,37.72
9/2/18 4:31,38.57
9/2/18 4:32,39.14
9/2/18 4:33,39.53
9/2/18 4:34,39.76
9/2/18 4:35,39.90
9/2/18 4:36,40.05
9/2/18 4:37,40.18
9/2/18 4:38,40.31
9/2/18 4:39,40.45
9/2/18 4:40,40.58
9/2/18 4:41,40.71
9/2/18 4:42,40.84
9/2/18 4:43,40.96
9/2/18 4:44,41.10
9/2/18 4:45,41.23
9/2/18 4:46,41.36
9/2/18 4:47,41.49
9/2/18 4:48,41.62
9/2/18 4:49,41.74
9/2/18 4:50,41.83
9/2/18 4:51,41.94
9/2/18 4:52,42.06
9/2/18 4:53,42.19
9/2/18 4:54,42.31
9/2/18 4:55,42.42
9/2/18 4:56,42.53
9/2/18 4:57,42.63
9/2/18 4:58,42.74
9/2/18 4:59,42.84
9/2/18 5:00,42.94
9/2/18 5:01,43.05
9/2/18 5:02,43.14
9/2/18 5:03,43.23
9/2/18 5:04,43.33
9/2/18 5:05,43.43
9/2/18 5:06,43.53
9/2/18 5:07,43.62
9/2/18 5:08,43.69
9/2/18 5:09,43.80
9/2/18 5:10,43.89
9/2/18 5:11,43.98
9/2/18 5:12,44.06
9/2/18 5:13,44.14
9/2/18 5:14,44.20
9/2/18 5:15,44.27
9/2/18 5:16,44.35
9/2/18 5:17,44.45
9/2/18 5:18,44.52
9/2/18 5:19,44.60
9/2/18 5:20,44.67
9/2/18 5:21,44.74
9/2/18 5:22,44.83
9/2/18 5:23,44.91
9/2/18 5:24,45.00
9/2/18 5:25,45.09
9/2/18 5:26,45.18
9/2/18 5:27,45.25
9/2/18 5:28,45.32
9/2/18 5:29,45.43
9/2/18 5:30,45.55
9/2/18 5:31,45.69
9/2/18 5:32,45.80
9/2/18 5:33,45.89
9/2/18 5:34,46.03
9/2/18 5:35,46.10
9/2/18 5:36,44.70
9/2/18 5:37,42.33
9/2/18 5:38,40.16
9/2/18 5:39,38.67
9/2/18 5:40,37.94
9/2/18 5:41,35.93
9/2/18 5:42,34.61
9/2/18 5:43,33.45
9/2/18 5:44,32.41
9/2/18 5:45,31.43
9/2/18 5:46,30.46
9/2/18 5:47,29.57
9/2/18 5:48,28.66
9/2/18 5:49,27.81
9/2/18 5:50,26.88
9/2/18 5:51,25.74
9/2/18 5:52,24.57
9/2/18 5:53,23.55
9/2/18 5:54,23.18
9/2/18 5:55,21.47
9/2/18 5:56,20.49
9/2/18 5:57,19.58
9/2/18 5:58,18.79
9/2/18 5:59,18.04
9/2/18 6:00,17.34
9/2/18 6:01,16.62
9/2/18 6:02,15.96
9/2/18 6:03,15.36
9/2/18 6:04,14.75
9/2/18 6:05,14.21
9/2/18 6:06,13.67
9/2/18 6:07,13.13
9/2/18 6:08,12.66
9/2/18 6:09,12.17
9/2/18 6:10,11.74
9/2/18 6:11,11.33
9/2/18 6:12,10.92
9/2/18 6:13,10.52
9/2/18 6:14,10.14
9/2/18 6:15,9.78
9/2/18 6:16,9.44
9/2/18 6:17,9.17
9/2/18 6:18,8.80
9/2/18 6:19,8.53
9/2/18 6:20,8.22
9/2/18 6:21,7.98
9/2/18 6:22,7.71
9/2/18 6:23,7.47
9/2/18 6:24,7.17
9/2/18 6:25,6.93
9/2/18 6:26,6.71
9/2/18 6:27,6.59
9/2/18 6:28,6.39
9/2/18 6:29,6.21
9/2/18 6:30,6.02
9/2/18 6:31,5.82
9/2/18 6:32,5.69
9/2/18 6:33,5.51
9/2/18 6:34,7.08
9/2/18 6:35,9.66
9/2/18 6:36,9.19
9/2/18 6:37,8.86
9/2/18 6:38,8.68
9/2/18 6:39,8.46
9/2/18 6:40,8.26
9/2/18 6:41,8.18
9/2/18 6:42,7.92
9/2/18 6:43,7.65
9/2/18 6:44,7.68
9/2/18 6:45,7.53
9/2/18 6:46,5.75
9/2/18 6:47,3.80
9/2/18 6:48,3.71
9/2/18 6:49,3.63
9/2/18 6:50,3.54
9/2/18 6:51,3.47
9/2/18 6:52,3.38
9/2/18 6:53,3.32
9/2/18 6:54,3.24
9/2/18 6:55,3.17
9/2/18 6:56,3.11
9/2/18 6:57,3.04
9/2/18 6:58,2.98
9/2/18 6:59,2.92
9/2/18 7:00,2.86
9/2/18 7:01,2.81
9/2/18 7:02,0.66
9/2/18 7:03,0.04
9/2/18 7:04,0.04
9/2/18 7:05,0.05
9/2/18 7:06,0.04
9/2/18 7:07,0.05
9/2/18 7:08,0.04
9/2/18 7:09,0.05
9/2/18 7:10,0.05
9/2/18 7:11,0.05
9/2/18 7:12,0.05
9/2/18 7:13,0.05
9/2/18 7:14,0.05
9/2/18 7:15,0.05
9/2/18 7:16,0.05
9/2/18 7:17,0.05
9/2/18 7:18,0.05
9/2/18 7:19,0.05
9/2/18 7:20,0.05
9/2/18 7:21,0.05
9/2/18 7:22,0.05
9/2/18 7:23,0.05
9/2/18 7:24,0.05
9/2/18 7:25,0.05
9/2/18 7:26,0.05
9/2/18 7:27,0.05
9/2/18 7:28,0.05
9/2/18 7:29,0.05
9/2/18 7:30,0.05
9/2/18 7:31,0.05
9/2/18 7:32,0.05
9/2/18 7:33,0.05
9/2/18 7:34,0.05
9/2/18 7:35,0.05
9/2/18 7:36,0.05
9/2/18 7:37,0.05
9/2/18 7:38,0.05
9/2/18 7:39,0.05
9/2/18 7:40,0.05
9/2/18 7:41,0.05
9/2/18 7:42,0.05
9/2/18 7:43,0.05
9/2/18 7:44,11.90
9/2/18 7:45,46.49
9/2/18 7:46,46.85
9/2/18 7:47,47.11
9/2/18 7:48,47.36
9/2/18 7:49,47.57
9/2/18 7:50,47.74
9/2/18 7:51,47.90
9/2/18 7:52,48.05
9/2/18 7:53,48.20
9/2/18 7:54,48.34
9/2/18 7:55,48.49
9/2/18 7:56,48.65
9/2/18 7:57,48.80
9/2/18 7:58,48.97
9/2/18 7:59,49.15
9/2/18 8:00,49.33
9/2/18 8:01,49.52
9/2/18 8:02,49.72
9/2/18 8:03,48.61
9/2/18 8:04,44.11
9/2/18 8:05,40.89
9/2/18 8:06,39.42
9/2/18 8:07,37.95
9/2/18 8:08,36.50
9/2/18 8:09,35.07
9/2/18 8:10,33.67
9/2/18 8:11,32.34
9/2/18 8:12,31.10
9/2/18 8:13,30.36
9/2/18 8:14,29.74
9/2/18 8:15,29.10
9/2/18 8:16,28.47
9/2/18 8:17,27.81
9/2/18 8:18,27.26
9/2/18 8:19,26.62
9/2/18 8:20,26.04
9/2/18 8:21,25.45
9/2/18 8:22,24.88
9/2/18 8:23,24.32
9/2/18 8:24,23.75
9/2/18 8:25,23.29
9/2/18 8:26,22.83
9/2/18 8:27,22.31
9/2/18 8:28,21.81
9/2/18 8:29,19.48
9/2/18 8:30,16.39
9/2/18 8:31,14.36
9/2/18 8:32,12.70
9/2/18 8:33,11.21
9/2/18 8:34,9.91
9/2/18 8:35,8.80
9/2/18 8:36,7.95
9/2/18 8:37,6.98
9/2/18 8:38,6.39
9/2/18 8:39,5.63
9/2/18 8:40,5.21
9/2/18 8:41,4.69
9/2/18 8:42,4.24
9/2/18 8:43,3.53
9/2/18 8:44,2.53
9/2/18 8:45,0.05
9/2/18 8:46,0.05
9/2/18 8:47,0.05
9/2/18 8:48,0.05
9/2/18 8:49,0.05
9/2/18 8:50,0.05
9/2/18 8:51,0.05
9/2/18 8:52,0.05
9/2/18 8:53,0.05
9/2/18 8:54,0.05
9/2/18 8:55,0.05
9/2/18 8:56,0.05
9/2/18 8:57,0.05
9/2/18 8:58,0.05
9/2/18 8:59,0.05
9/2/18 9:00,0.05
9/2/18 9:01,0.05
9/2/18 9:02,0.05
9/2/18 9:03,0.05
9/2/18 9:04,0.05
9/2/18 9:05,0.05
9/2/18 9:06,0.05
9/2/18 9:07,0.05
9/2/18 9:08,0.05
9/2/18 9:09,0.05
9/2/18 9:10,0.05
9/2/18 9:11,0.05
9/2/18 9:12,0.05
9/2/18 9:13,0.05
9/2/18 9:14,0.05
9/2/18 9:15,0.05
9/2/18 9:16,0.05
9/2/18 9:17,0.05
